,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6781,FDI27,8.71,regular,0.0,dairy,43.57,OUT017,2007,medium,Tier 2,supermarket type1,498.02
6782,FDN22,18.85,regular,0.1391,snack foods,251.77,OUT017,2007,medium,Tier 2,supermarket type1,3020.07
6783,FDQ37,20.75,low fat,0.0892,breakfast,192.05,OUT035,2004,small,Tier 2,supermarket type1,4649.95
6784,FDM02,12.5,regular,0.0737,canned,85.62,OUT035,2004,small,Tier 2,supermarket type1,610.54
6785,FDW38,5.32,regular,0.1387,dairy,53.73,OUT046,1997,small,Tier 1,supermarket type1,862.88
6787,FDY55,16.75,low fat,0.0,fruits and vegetables,255.4,OUT046,1997,small,Tier 1,supermarket type1,4625.98
6788,FDL34,16.0,low fat,0.0409,snack foods,141.25,OUT013,1987,high,Tier 3,supermarket type1,3387.59
6789,FDA09,13.35,regular,0.15,snack foods,179.77,OUT018,2009,medium,Tier 3,supermarket type2,5932.28
6790,FDM51,11.8,regular,0.0261,meat,99.87,OUT017,2007,medium,Tier 2,supermarket type1,1018.67
6791,FDI34,10.65,regular,0.0855,snack foods,231.47,OUT018,2009,medium,Tier 3,supermarket type2,3225.14
6792,NCD31,12.1,low fat,0.0155,household,165.85,OUT017,2007,medium,Tier 2,supermarket type1,3124.6
6793,FDW33,9.4,low fat,0.0991,snack foods,105.83,OUT035,2004,small,Tier 2,supermarket type1,1704.45
6794,NCP05,19.6,low fat,0.0253,health and hygiene,152.0,OUT035,2004,small,Tier 2,supermarket type1,2884.25
6795,FDL56,14.1,low fat,0.1257,fruits and vegetables,86.92,OUT013,1987,high,Tier 3,supermarket type1,1133.86
6797,FDA25,16.5,regular,0.0683,canned,104.8,OUT045,2002,medium,Tier 2,supermarket type1,1238.39
6798,FDF08,14.3,regular,0.1091,fruits and vegetables,88.29,OUT010,1998,medium,Tier 3,grocery store,175.77
6799,FDH08,7.51,low fat,0.0174,fruits and vegetables,227.9,OUT035,2004,small,Tier 2,supermarket type1,459.4
6800,DRH03,17.25,low fat,0.0351,dairy,93.41,OUT049,1999,medium,Tier 1,supermarket type1,932.12
6801,FDQ31,5.78,regular,0.0541,fruits and vegetables,87.09,OUT018,2009,medium,Tier 3,supermarket type2,1406.17
6802,FDO10,13.65,regular,0.0128,snack foods,55.56,OUT017,2007,medium,Tier 2,supermarket type1,916.14
6803,FDT39,6.26,regular,0.0099,meat,149.84,OUT049,1999,medium,Tier 1,supermarket type1,1964.78
6804,FDM22,12.86,regular,0.0418,snack foods,53.46,OUT027,1985,medium,Tier 3,supermarket type3,1597.92
6805,FDR21,19.7,low fat,0.112,snack foods,174.94,OUT010,1998,medium,Tier 3,grocery store,882.18
6806,FDQ01,19.7,regular,0.1616,canned,255.2,OUT017,2007,medium,Tier 2,supermarket type1,3570.02
6807,FDZ03,13.65,regular,0.0789,dairy,186.72,OUT049,1999,medium,Tier 1,supermarket type1,4474.18
6808,NCK05,20.1,low fat,0.0778,health and hygiene,63.05,OUT018,2009,medium,Tier 3,supermarket type2,980.06
6809,FDW55,12.6,regular,0.022,fruits and vegetables,250.91,OUT013,1987,high,Tier 3,supermarket type1,4731.17
6810,FDF47,20.85,low fat,0.0978,starchy foods,222.87,OUT049,1999,medium,Tier 1,supermarket type1,3589.99
6811,DRO59,12.86,low fat,0.0948,hard drinks,77.9,OUT019,1985,small,Tier 1,grocery store,75.9
6812,NCM55,15.6,low fat,0.0667,others,185.89,OUT046,1997,small,Tier 1,supermarket type1,3516.76
6813,FDY31,5.98,low fat,0.0438,fruits and vegetables,146.84,OUT017,2007,medium,Tier 2,supermarket type1,1765.7
6814,FDJ57,12.86,regular,0.0,seafood,184.36,OUT019,1985,small,Tier 1,grocery store,185.76
6815,FDV51,16.35,low fat,0.0327,meat,165.48,OUT018,2009,medium,Tier 3,supermarket type2,1492.06
6816,DRG36,14.15,low fat,0.0954,soft drinks,170.51,OUT046,1997,small,Tier 1,supermarket type1,2395.55
6817,DRF13,12.1,low fat,0.0,soft drinks,145.14,OUT013,1987,high,Tier 3,supermarket type1,3338.32
6818,NCJ54,9.9,low fat,0.0602,household,233.06,OUT045,2002,medium,Tier 2,supermarket type1,6041.47
6819,NCP42,8.51,low fat,0.0161,household,195.65,OUT049,1999,medium,Tier 1,supermarket type1,4262.45
6820,NCF30,17.0,low fat,0.1262,household,126.74,OUT035,2004,small,Tier 2,supermarket type1,1258.36
6821,FDY44,12.86,regular,0.0243,fruits and vegetables,194.71,OUT027,1985,medium,Tier 3,supermarket type3,5892.33
6822,FDX09,9.0,low fat,0.0654,snack foods,175.44,OUT049,1999,medium,Tier 1,supermarket type1,3175.87
6823,NCU30,5.11,low fat,0.0351,household,163.22,OUT017,2007,medium,Tier 2,supermarket type1,2773.06
6824,FDU49,19.5,regular,0.0307,canned,85.55,OUT049,1999,medium,Tier 1,supermarket type1,1211.76
6825,FDC48,9.2,low fat,0.0159,baking goods,84.16,OUT017,2007,medium,Tier 2,supermarket type1,1238.39
6826,FDJ21,16.7,regular,0.0385,snack foods,147.51,OUT013,1987,high,Tier 3,supermarket type1,5540.79
6827,NCX41,19.0,low fat,0.0177,health and hygiene,210.82,OUT049,1999,medium,Tier 1,supermarket type1,2540.69
6828,FDT36,12.3,low fat,0.1113,baking goods,35.09,OUT046,1997,small,Tier 1,supermarket type1,458.74
6829,FDK28,12.86,low fat,0.0653,frozen foods,256.16,OUT027,1985,medium,Tier 3,supermarket type3,3349.64
6830,DRI49,14.15,low fat,0.1835,soft drinks,82.03,OUT035,2004,small,Tier 2,supermarket type1,1624.55
6831,NCM54,12.86,low fat,0.0892,household,128.97,OUT019,1985,small,Tier 1,grocery store,254.34
6832,FDD48,10.4,low fat,0.0303,baking goods,116.32,OUT018,2009,medium,Tier 3,supermarket type2,1259.69
6834,FDX03,15.85,regular,0.0612,meat,47.17,OUT049,1999,medium,Tier 1,supermarket type1,996.04
6835,FDZ33,10.2,low fat,0.1073,snack foods,149.81,OUT013,1987,high,Tier 3,supermarket type1,2217.11
6836,FDB39,12.86,low fat,0.0674,dairy,57.43,OUT019,1985,small,Tier 1,grocery store,111.85
6837,DRM11,6.57,low fat,0.0663,hard drinks,261.43,OUT018,2009,medium,Tier 3,supermarket type2,4165.24
6838,DRE48,8.43,low fat,0.0,soft drinks,195.38,OUT017,2007,medium,Tier 2,supermarket type1,1576.61
6839,NCL31,7.39,low fat,0.1205,others,142.25,OUT045,2002,medium,Tier 2,supermarket type1,2433.5
6840,FDB11,16.0,low fat,0.0612,starchy foods,224.14,OUT017,2007,medium,Tier 2,supermarket type1,4725.85
6841,FDX14,13.1,low fat,0.0751,dairy,76.04,OUT049,1999,medium,Tier 1,supermarket type1,601.88
6842,NCM29,12.86,low fat,0.0176,health and hygiene,129.96,OUT027,1985,medium,Tier 3,supermarket type3,3410.23
6843,FDH47,13.5,regular,0.1291,starchy foods,95.21,OUT045,2002,medium,Tier 2,supermarket type1,583.24
6844,FDG09,20.6,regular,0.0479,fruits and vegetables,185.86,OUT013,1987,high,Tier 3,supermarket type1,1689.8
6845,FDP25,15.2,low fat,0.0212,canned,216.98,OUT049,1999,medium,Tier 1,supermarket type1,4804.41
6846,FDY27,12.86,low fat,0.0317,dairy,179.13,OUT027,1985,medium,Tier 3,supermarket type3,1605.91
6847,DRM59,5.88,low fat,0.0036,hard drinks,154.2,OUT017,2007,medium,Tier 2,supermarket type1,3537.4
6848,DRI03,6.03,low fat,0.0228,dairy,178.1,OUT018,2009,medium,Tier 3,supermarket type2,1416.82
6849,FDY03,12.86,regular,0.1333,meat,112.62,OUT019,1985,small,Tier 1,grocery store,675.12
6850,NCV17,18.85,low fat,0.0161,health and hygiene,130.26,OUT049,1999,medium,Tier 1,supermarket type1,3016.74
6851,NCJ17,7.68,low fat,0.1524,health and hygiene,85.52,OUT013,1987,high,Tier 3,supermarket type1,1278.34
6852,NCP54,15.35,low fat,0.0353,household,124.67,OUT017,2007,medium,Tier 2,supermarket type1,2093.94
6853,FDZ15,13.1,low fat,0.0209,dairy,119.28,OUT049,1999,medium,Tier 1,supermarket type1,3098.63
6854,NCR05,10.1,low fat,0.0549,health and hygiene,198.61,OUT018,2009,medium,Tier 3,supermarket type2,2182.49
6855,FDX03,12.86,regular,0.107,meat,44.77,OUT019,1985,small,Tier 1,grocery store,135.82
6856,FDQ12,12.65,low fat,0.0355,baking goods,231.4,OUT045,2002,medium,Tier 2,supermarket type1,2526.71
6857,FDC21,14.6,regular,0.0429,fruits and vegetables,109.83,OUT013,1987,high,Tier 3,supermarket type1,1627.88
6858,FDQ40,11.1,regular,0.0362,frozen foods,176.07,OUT018,2009,medium,Tier 3,supermarket type2,1581.94
6859,FDI07,12.86,regular,0.0336,meat,197.24,OUT027,1985,medium,Tier 3,supermarket type3,3163.88
6860,FDQ25,8.63,regular,0.0283,canned,172.54,OUT049,1999,medium,Tier 1,supermarket type1,2241.75
6861,NCK18,9.6,low fat,0.0,household,163.92,OUT035,2004,small,Tier 2,supermarket type1,4293.08
6862,DRI25,19.6,low fat,0.0567,soft drinks,55.66,OUT010,1998,medium,Tier 3,grocery store,165.78
6863,DRA24,19.35,regular,0.04,soft drinks,165.09,OUT049,1999,medium,Tier 1,supermarket type1,982.72
6864,FDA32,14.0,low fat,0.0302,fruits and vegetables,214.72,OUT045,2002,medium,Tier 2,supermarket type1,3020.07
6865,FDE59,12.15,low fat,0.0625,starchy foods,34.35,OUT018,2009,medium,Tier 3,supermarket type2,251.67
6866,FDY59,8.2,low fat,0.0314,baking goods,93.85,OUT046,1997,small,Tier 1,supermarket type1,647.82
6867,FDQ20,8.32,low fat,0.0298,fruits and vegetables,41.61,OUT045,2002,medium,Tier 2,supermarket type1,284.3
6868,FDB21,7.48,low fat,0.1491,fruits and vegetables,241.69,OUT018,2009,medium,Tier 3,supermarket type2,6042.14
6869,FDB41,12.86,regular,0.1704,frozen foods,45.27,OUT019,1985,small,Tier 1,grocery store,47.27
6870,DRG11,6.38,low fat,0.0838,hard drinks,109.86,OUT013,1987,high,Tier 3,supermarket type1,3235.79
6871,FDV10,12.86,regular,0.1168,snack foods,41.01,OUT019,1985,small,Tier 1,grocery store,42.61
6872,FDI41,18.5,regular,0.0622,frozen foods,148.34,OUT013,1987,high,Tier 3,supermarket type1,1765.7
6873,FDN10,11.5,low fat,0.0464,snack foods,118.91,OUT017,2007,medium,Tier 2,supermarket type1,1540.66
6874,NCM17,7.93,low fat,0.0714,health and hygiene,45.91,OUT018,2009,medium,Tier 3,supermarket type2,1070.61
6875,DRG37,12.86,low fat,0.0339,soft drinks,154.4,OUT019,1985,small,Tier 1,grocery store,311.59
6876,FDA21,13.65,low fat,0.036,snack foods,183.79,OUT045,2002,medium,Tier 2,supermarket type1,2591.29
6877,FDM27,12.35,regular,0.1583,meat,157.99,OUT013,1987,high,Tier 3,supermarket type1,3313.69
6878,FDA32,14.0,low fat,0.0301,fruits and vegetables,216.02,OUT049,1999,medium,Tier 1,supermarket type1,2588.63
6879,NCZ53,9.6,low fat,0.0245,health and hygiene,189.22,OUT049,1999,medium,Tier 1,supermarket type1,3956.85
6880,FDW40,14.0,regular,0.1051,frozen foods,143.28,OUT035,2004,small,Tier 2,supermarket type1,3277.07
6881,FDS52,8.89,low fat,0.0055,frozen foods,100.5,OUT035,2004,small,Tier 2,supermarket type1,1315.62
6882,FDM58,16.85,regular,0.1334,snack foods,109.85,OUT010,1998,medium,Tier 3,grocery store,223.71
6883,NCE54,12.86,low fat,0.0471,household,75.54,OUT019,1985,small,Tier 1,grocery store,150.47
6884,FDS11,7.05,regular,0.0555,breads,225.31,OUT035,2004,small,Tier 2,supermarket type1,5816.43
6885,FDL20,17.1,low fat,0.1286,fruits and vegetables,111.69,OUT049,1999,medium,Tier 1,supermarket type1,1556.64
6887,FDR21,19.7,low fat,0.0669,snack foods,174.44,OUT013,1987,high,Tier 3,supermarket type1,1587.93
6888,FDV28,16.1,regular,0.1604,frozen foods,33.66,OUT018,2009,medium,Tier 3,supermarket type2,203.73
6889,FDZ51,11.3,regular,0.0549,meat,96.91,OUT017,2007,medium,Tier 2,supermarket type1,952.09
6890,FDD46,6.04,low fat,0.1415,snack foods,153.2,OUT045,2002,medium,Tier 2,supermarket type1,1538.0
6891,FDE23,17.6,regular,0.0534,starchy foods,46.71,OUT018,2009,medium,Tier 3,supermarket type2,699.09
6892,NCF55,6.68,low fat,0.0217,household,34.99,OUT045,2002,medium,Tier 2,supermarket type1,247.01
6893,FDU12,15.5,regular,0.0757,baking goods,262.96,OUT013,1987,high,Tier 3,supermarket type1,1845.6
6894,FDZ22,9.4,low fat,0.0453,snack foods,85.02,OUT049,1999,medium,Tier 1,supermarket type1,2080.62
6895,FDI44,16.1,low fat,0.1001,fruits and vegetables,78.43,OUT013,1987,high,Tier 3,supermarket type1,1158.49
6896,FDH50,15.0,regular,0.1623,canned,185.93,OUT017,2007,medium,Tier 2,supermarket type1,4610.66
6897,FDE57,9.6,low fat,0.0363,fruits and vegetables,142.92,OUT049,1999,medium,Tier 1,supermarket type1,3261.75
6898,DRJ51,14.1,low fat,0.0879,dairy,228.57,OUT013,1987,high,Tier 3,supermarket type1,1151.83
6899,FDX52,11.5,regular,0.0421,frozen foods,192.68,OUT045,2002,medium,Tier 2,supermarket type1,3861.64
6900,DRN47,12.1,low fat,0.0169,hard drinks,178.37,OUT017,2007,medium,Tier 2,supermarket type1,4314.38
6901,FDT21,7.42,low fat,0.0204,snack foods,249.01,OUT049,1999,medium,Tier 1,supermarket type1,2988.11
6902,FDY21,15.1,low fat,0.1738,snack foods,196.51,OUT045,2002,medium,Tier 2,supermarket type1,4713.86
6904,FDS58,9.28,regular,0.021,snack foods,161.16,OUT035,2004,small,Tier 2,supermarket type1,4011.44
6905,FDA26,7.86,regular,0.0,dairy,220.15,OUT018,2009,medium,Tier 3,supermarket type2,4600.01
6907,FDF20,12.85,low fat,0.0332,fruits and vegetables,196.68,OUT046,1997,small,Tier 1,supermarket type1,2759.08
6908,FDI15,13.8,low fat,0.1412,dairy,263.79,OUT013,1987,high,Tier 3,supermarket type1,5564.76
6910,FDL08,10.8,low fat,0.0497,fruits and vegetables,246.81,OUT035,2004,small,Tier 2,supermarket type1,2450.14
6911,FDF08,14.3,regular,0.0652,fruits and vegetables,88.49,OUT013,1987,high,Tier 3,supermarket type1,1406.17
6912,FDN03,9.8,regular,0.0151,meat,250.14,OUT035,2004,small,Tier 2,supermarket type1,4005.45
6913,FDG34,11.5,regular,0.0378,snack foods,106.63,OUT017,2007,medium,Tier 2,supermarket type1,325.58
6914,FDA56,9.21,low fat,0.0088,fruits and vegetables,119.84,OUT045,2002,medium,Tier 2,supermarket type1,1340.26
6915,NCI17,12.86,low fat,0.1427,health and hygiene,95.14,OUT027,1985,medium,Tier 3,supermarket type3,2510.07
6916,NCO17,10.0,low fat,0.0735,health and hygiene,118.34,OUT049,1999,medium,Tier 1,supermarket type1,1797.66
6917,FDK55,18.5,low fat,0.0259,meat,87.72,OUT017,2007,medium,Tier 2,supermarket type1,802.95
6918,FDD10,20.6,regular,0.0463,snack foods,177.43,OUT017,2007,medium,Tier 2,supermarket type1,1962.78
6919,NCH18,9.3,low fat,0.0446,household,245.48,OUT013,1987,high,Tier 3,supermarket type1,3193.84
6920,NCA53,11.4,low fat,0.0099,health and hygiene,48.8,OUT045,2002,medium,Tier 2,supermarket type1,777.65
6921,DRJ24,11.8,low fat,0.1897,soft drinks,184.39,OUT010,1998,medium,Tier 3,grocery store,370.18
6922,DRN35,8.01,low fat,0.0702,hard drinks,37.95,OUT013,1987,high,Tier 3,supermarket type1,826.92
6923,FDC47,15.0,low fat,0.1194,snack foods,229.37,OUT018,2009,medium,Tier 3,supermarket type2,5024.13
6924,FDN48,13.35,low fat,0.0652,baking goods,93.48,OUT018,2009,medium,Tier 3,supermarket type2,1102.56
6925,FDR27,12.86,regular,0.0956,meat,130.79,OUT027,1985,medium,Tier 3,supermarket type3,3047.37
6927,DRL11,10.5,low fat,0.048,hard drinks,157.09,OUT035,2004,small,Tier 2,supermarket type1,2209.12
6928,FDQ21,21.25,low fat,0.0195,snack foods,120.48,OUT017,2007,medium,Tier 2,supermarket type1,1938.81
6929,FDY37,17.0,regular,0.0266,canned,142.05,OUT046,1997,small,Tier 1,supermarket type1,3149.23
6930,FDS35,9.3,low fat,0.1111,breads,63.18,OUT013,1987,high,Tier 3,supermarket type1,2002.06
6931,DRD60,15.7,low fat,0.0372,soft drinks,183.16,OUT046,1997,small,Tier 1,supermarket type1,5634.67
6933,NCY41,12.86,low fat,0.0754,health and hygiene,35.25,OUT027,1985,medium,Tier 3,supermarket type3,970.74
6934,FDR59,14.5,regular,0.064,breads,263.16,OUT049,1999,medium,Tier 1,supermarket type1,2616.59
6935,FDM36,12.86,regular,0.1028,baking goods,172.64,OUT019,1985,small,Tier 1,grocery store,344.88
6936,NCI42,12.86,low fat,0.0103,household,208.5,OUT027,1985,medium,Tier 3,supermarket type3,3751.12
6937,FDA31,7.1,low fat,0.1106,fruits and vegetables,173.81,OUT017,2007,medium,Tier 2,supermarket type1,1211.76
6938,FDY33,14.5,regular,0.0,snack foods,159.33,OUT035,2004,small,Tier 2,supermarket type1,2864.27
6939,FDV40,17.35,low fat,0.0147,frozen foods,73.1,OUT045,2002,medium,Tier 2,supermarket type1,886.85
6940,NCW17,18.0,low fat,0.0195,health and hygiene,128.7,OUT018,2009,medium,Tier 3,supermarket type2,2441.49
6941,FDN38,6.62,regular,0.0919,canned,248.64,OUT013,1987,high,Tier 3,supermarket type1,3504.77
6942,FDQ11,12.86,regular,0.1185,breads,256.4,OUT019,1985,small,Tier 1,grocery store,257.0
6943,FDG34,11.5,regular,0.0376,snack foods,107.53,OUT045,2002,medium,Tier 2,supermarket type1,325.58
6944,NCN14,19.1,low fat,0.0921,others,183.76,OUT049,1999,medium,Tier 1,supermarket type1,4777.78
6945,FDY46,12.86,low fat,0.0477,snack foods,188.39,OUT027,1985,medium,Tier 3,supermarket type3,5238.51
6946,FDS11,7.05,regular,0.0559,breads,222.11,OUT017,2007,medium,Tier 2,supermarket type1,4026.76
6947,NCA53,12.86,low fat,0.0173,health and hygiene,47.1,OUT019,1985,small,Tier 1,grocery store,145.81
6948,NCN30,16.35,low fat,0.0284,household,98.14,OUT010,1998,medium,Tier 3,grocery store,386.16
6949,FDW32,18.35,regular,0.0943,fruits and vegetables,84.39,OUT046,1997,small,Tier 1,supermarket type1,1116.55
6950,NCR42,9.1,low fat,0.0644,household,33.39,OUT010,1998,medium,Tier 3,grocery store,33.29
6951,FDU33,7.63,regular,0.1347,snack foods,47.04,OUT035,2004,small,Tier 2,supermarket type1,1470.09
6952,FDN15,12.86,low fat,0.0293,meat,140.32,OUT019,1985,small,Tier 1,grocery store,139.82
6954,FDF14,7.55,low fat,0.0272,canned,152.93,OUT045,2002,medium,Tier 2,supermarket type1,2450.14
6955,NCN19,12.86,low fat,0.0212,others,189.55,OUT019,1985,small,Tier 1,grocery store,379.51
6956,NCO43,5.5,low fat,0.0471,others,100.1,OUT013,1987,high,Tier 3,supermarket type1,2125.23
6957,FDT19,7.59,regular,0.1453,fruits and vegetables,172.91,OUT049,1999,medium,Tier 1,supermarket type1,6231.89
6958,DRK12,9.5,low fat,0.0419,soft drinks,31.49,OUT013,1987,high,Tier 3,supermarket type1,466.06
6959,DRM49,6.11,regular,0.1523,soft drinks,44.41,OUT045,2002,medium,Tier 2,supermarket type1,1159.82
6960,FDX43,5.66,low fat,0.0858,fruits and vegetables,164.75,OUT017,2007,medium,Tier 2,supermarket type1,1498.05
6961,FDS14,7.28,low fat,0.05,dairy,156.53,OUT035,2004,small,Tier 2,supermarket type1,2356.93
6962,NCK07,10.65,low fat,0.0488,others,165.25,OUT049,1999,medium,Tier 1,supermarket type1,3946.86
6963,FDO19,17.7,regular,0.0,fruits and vegetables,46.8,OUT017,2007,medium,Tier 2,supermarket type1,923.46
6964,FDH32,12.8,low fat,0.076,fruits and vegetables,97.14,OUT013,1987,high,Tier 3,supermarket type1,2799.69
6965,NCZ41,19.85,low fat,0.0,health and hygiene,126.17,OUT018,2009,medium,Tier 3,supermarket type2,1877.56
6967,FDC44,15.6,low fat,0.1736,fruits and vegetables,114.45,OUT017,2007,medium,Tier 2,supermarket type1,2390.89
6968,FDQ59,9.8,regular,0.0563,breads,84.29,OUT013,1987,high,Tier 3,supermarket type1,755.02
6969,NCO54,19.5,low fat,0.0143,household,57.16,OUT013,1987,high,Tier 3,supermarket type1,331.57
6970,DRH36,16.2,low fat,0.0334,soft drinks,74.07,OUT046,1997,small,Tier 1,supermarket type1,1416.82
6971,FDY35,17.6,regular,0.016,breads,44.04,OUT035,2004,small,Tier 2,supermarket type1,597.22
6972,FDA46,13.6,low fat,0.1183,snack foods,196.21,OUT017,2007,medium,Tier 2,supermarket type1,1944.14
6973,NCL18,18.85,low fat,0.1676,household,193.11,OUT035,2004,small,Tier 2,supermarket type1,2332.96
6974,FDL57,15.1,regular,0.0672,snack foods,258.83,OUT049,1999,medium,Tier 1,supermarket type1,5424.94
6975,NCP50,17.35,low fat,0.0,others,79.26,OUT018,2009,medium,Tier 3,supermarket type2,966.74
6976,FDZ25,12.86,regular,0.0,canned,169.88,OUT019,1985,small,Tier 1,grocery store,339.56
6977,FDH24,20.7,low fat,0.0214,baking goods,157.03,OUT046,1997,small,Tier 1,supermarket type1,2199.8
6978,FDQ26,13.5,regular,0.0683,dairy,60.96,OUT017,2007,medium,Tier 2,supermarket type1,533.31
6979,NCK17,12.86,low fat,0.0,health and hygiene,40.35,OUT019,1985,small,Tier 1,grocery store,79.9
6980,FDO46,12.86,regular,0.0141,snack foods,187.39,OUT027,1985,medium,Tier 3,supermarket type3,2836.31
6981,FDW50,13.1,low fat,0.0756,dairy,168.12,OUT035,2004,small,Tier 2,supermarket type1,2005.39
6982,FDD29,12.15,low fat,0.0184,frozen foods,254.77,OUT049,1999,medium,Tier 1,supermarket type1,5073.4
6983,FDU26,12.86,regular,0.0746,dairy,120.18,OUT019,1985,small,Tier 1,grocery store,357.53
6984,FDX04,12.86,regular,0.0414,frozen foods,46.24,OUT027,1985,medium,Tier 3,supermarket type3,814.94
6985,FDH31,12.86,regular,0.0203,meat,98.1,OUT027,1985,medium,Tier 3,supermarket type3,2777.72
6986,FDJ45,12.86,low fat,0.1285,seafood,34.22,OUT019,1985,small,Tier 1,grocery store,173.11
6987,FDX55,15.1,low fat,0.0552,fruits and vegetables,216.12,OUT035,2004,small,Tier 2,supermarket type1,5007.48
6988,FDR02,16.7,low fat,0.0221,dairy,110.59,OUT046,1997,small,Tier 1,supermarket type1,1556.64
6989,NCP55,14.65,low fat,0.0112,others,55.66,OUT045,2002,medium,Tier 2,supermarket type1,1049.97
6990,FDT28,13.3,low fat,0.0639,frozen foods,151.87,OUT017,2007,medium,Tier 2,supermarket type1,1655.18
6991,NCJ06,20.1,low fat,0.0348,household,118.68,OUT017,2007,medium,Tier 2,supermarket type1,2502.74
6992,FDF08,14.3,regular,0.0,fruits and vegetables,89.89,OUT018,2009,medium,Tier 3,supermarket type2,1406.17
6994,FDK22,12.86,low fat,0.026,snack foods,214.88,OUT027,1985,medium,Tier 3,supermarket type3,4976.85
6995,DRJ11,9.5,low fat,0.085,hard drinks,188.79,OUT013,1987,high,Tier 3,supermarket type1,1701.78
6996,FDH27,7.08,low fat,0.0977,dairy,141.81,OUT010,1998,medium,Tier 3,grocery store,143.81
6997,FDU52,12.86,low fat,0.1117,frozen foods,157.06,OUT019,1985,small,Tier 1,grocery store,312.93
6998,FDK50,7.96,low fat,0.0,canned,160.79,OUT017,2007,medium,Tier 2,supermarket type1,3235.79
6999,DRJ01,6.14,low fat,0.1153,soft drinks,160.52,OUT045,2002,medium,Tier 2,supermarket type1,2094.61
7000,FDC21,14.6,regular,0.0431,fruits and vegetables,109.73,OUT018,2009,medium,Tier 3,supermarket type2,651.15
